Description,6 RIBBONS RUSTIC CHARM,60 TEATIME FAIRY CAKE CASES,ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED ,ANTIQUE SILVER T-LIGHT GLASS,ASSORTED COLOUR BIRD ORNAMENT,BAKING SET 9 PIECE RETROSPOT ,CHARLOTTE BAG SUKI DESIGN,CHOCOLATE HOT WATER BOTTLE,CLOTHES PEGS RETROSPOT PACK 24 ,COOK WITH WINE METAL SIGN ,DOLLY GIRL LUNCH BOX,DOORMAT KEEP CALM AND COME IN,DOORMAT RED RETROSPOT,GARDENERS KNEELING PAD CUP OF TEA ,GARDENERS KNEELING PAD KEEP CALM ,GIN + TONIC DIET METAL SIGN,GINGERBREAD MAN COOKIE CUTTER,GREEN REGENCY TEACUP AND SAUCER,GUMBALL COAT RACK,HAND OVER THE CHOCOLATE   SIGN ,HAND WARMER OWL DESIGN,HANGING HEART JAR T-LIGHT HOLDER,HEART OF WICKER LARGE,HEART OF WICKER SMALL,HOME BUILDING BLOCK WORD,HOT WATER BOTTLE KEEP CALM,IVORY KITCHEN SCALES,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG 50'S CHRISTMAS ,JUMBO BAG ALPHABET,JUMBO BAG APPLES,JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG RED RETROSPOT,JUMBO BAG STRAWBERRY,JUMBO BAG VINTAGE DOILY ,JUMBO BAG VINTAGE LEAF,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO STORAGE BAG SUKI,LOVE BUILDING BLOCK WORD,LUNCH BAG  BLACK SKULL.,LUNCH BAG ALPHABET DESIGN,LUNCH BAG APPLE DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,LUNCH BAG SPACEBOY DESIGN ,LUNCH BAG SUKI DESIGN ,LUNCH BAG VINTAGE DOILY ,LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG WOODLAND,NATURAL SLATE HEART CHALKBOARD ,PACK OF 20 NAPKINS PANTRY DESIGN,PACK OF 60 DINOSAUR CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,PAPER BUNTING RETROSPOT,PAPER CHAIN KIT 50'S CHRISTMAS ,PAPER CHAIN KIT VINTAGE CHRISTMAS,PARTY BUNTING,PINK CREAM FELT CRAFT TRINKET BOX ,PINK REGENCY TEACUP AND SAUCER,PLASTERS IN TIN SPACEBOY,PLASTERS IN TIN WOODLAND ANIMALS,PLEASE ONE PERSON METAL SIGN,POPCORN HOLDER,POSTAGE,RABBIT NIGHT LIGHT,RECIPE BOX PANTRY YELLOW DESIGN,RED  HARMONICA IN BOX ,RED HANGING HEART T-LIGHT HOLDER,RED RETROSPOT CHARLOTTE BAG,REGENCY CAKESTAND 3 TIER,RETROSPOT HEART HOT WATER BOTTLE,RETROSPOT TEA SET CERAMIC 11 PC ,REX CASH+CARRY JUMBO SHOPPER,ROSES REGENCY TEACUP AND SAUCER ,ROUND SNACK BOXES SET OF4 WOODLAND ,SCOTTIE DOG HOT WATER BOTTLE,SET OF 3 CAKE TINS PANTRY DESIGN ,SET OF 3 REGENCY CAKE TINS,SET OF 4 PANTRY JELLY MOULDS,SET OF 6 SPICE TINS PANTRY DESIGN,SET/20 RED RETROSPOT PAPER NAPKINS ,SET/5 RED RETROSPOT LID GLASS BOWLS,SMALL WHITE HEART OF WICKER,SPACEBOY LUNCH BOX ,SPOTTY BUNTING,VICTORIAN GLASS HANGING T-LIGHT,VINTAGE SNAP CARDS,WHITE HANGING HEART T-LIGHT HOLDER,WOOD BLACK BOARD ANT WHITE FINISH,WOODEN FRAME ANTIQUE WHITE ,WOODEN PICTURE FRAME WHITE FINISH,WOODLAND CHARLOTTE BAG
LUNCH BAG DOLLY GIRL DESIGN,0.3963223458327749,0.2591748072372723,0.03300699579512753,0.05383971193223262,0.058886958608255206,0.023559346064435695,0.0852564147688504,0.11301573236198789,0.41408697912992154,0.148167327515228,0.4200389217518224,0.11198990582418504,0.7119103857878211,0.00959484924201673,0.08345350451902084,0.032473154419187036,0.03549073605800028,0.006358416234583548,0.39072471377380247,0.1890737349623512,0.3717074317337661,0.006175989598062733,0.15406392048559842,0.1968329586729965,0.005984201607754966,0.011572040332189708,0.05336725439068064,0.03460562131885142,0.29505039788969956,0.3211020388686972,0.37831964755778347,0.03866791184562337,0.28160965974731633,0.17709710104157977,0.15225632178454102,0.10819840265773617,0.2380338161486285,0.18616196830166606,0.07978890016080425,0.1599819997683493,0.08465616814371418,0.13800024224479868,0.0683681966949324,0.0776498003061223,0.40336449284515186,0.5608412494305437,0.5130450476821428,0.461978864201107,1.0000000000000002,0.5575494544846774,0.6062746889580878,0.7916124516840359,0.5725805035696219,0.5923664668011197,0.20428730090031505,0.6731728680905369,0.129593642083753,0.4287850474639368,0.20422423281279292,0.08780397924469173,0.45388644026582586,0.09273294832037536,0.06788539250961478,0.07090997981448606,0.17506090573283128,0.30003414404420886,0.19974078435677653,0.6587931172899707,0.5876379763014415,0.0600721015020175,0.017632415692361778,0.1723816722294037,0.561837877767824,0.17938323500047995,0.10773712230591795,0.023239051406134328,0.560837750908091,0.21041236928388277,0.2522486019584815,0.33295124702831735,0.020724588326965197,0.18723225365754131,0.6310026119289577,0.10716622378956159,0.23798124129868087,0.418656208295604,0.33565788402663455,0.22832977430311435,0.29382860315333825,0.22295267726821302,0.043722972630640414,0.6765504156170509,0.26024296919268514,0.04368968568438715,0.0741249437829289,0.06068402371960475,0.004982295065974827,0.03442988281882225,0.03298449113986513,0.563491671781352
LUNCH BAG PINK POLKADOT,0.43725468177307186,0.2961610406079747,0.015610449212733241,0.029799273163137664,0.03401475946569149,0.05561454469320662,0.09248597959061247,0.07535388743913653,0.672999367641945,0.14694926104850103,0.4128746316120908,0.13485798702812796,0.684029778031407,0.020737092022992877,0.0839514109973703,0.1280671664317155,0.13240750731202575,0.012901630075003837,0.48780725087043814,0.13770693856978888,0.4589392807632058,0.14079218095970883,0.15295945053641866,0.35703354134972476,0.008956079481151579,0.01935046181199663,0.1313135413791308,0.05539348567121,0.370517250132899,0.3935962445940312,0.27638485643471483,0.3110029521333559,0.524949032849354,0.28190816839433896,0.3355083682438035,0.33659782470131383,0.4106097139393594,0.400191420030645,0.2222829728567352,0.2909359693552855,0.30647634855930217,0.42192199691505355,0.41171115942166403,0.11376117467152638,0.6981240497026049,0.5642814375298236,0.650466905602974,0.7753462457517868,0.5575494544846774,1.0,0.8263179603689401,0.7433748576788262,0.8113596938186801,0.6563242579893597,0.3758075291209967,0.7798331791997407,0.09068410220809148,0.36533007604485335,0.24488687480864496,0.07340845382535446,0.5247447487334156,0.067254671416533,0.13785386730650007,0.12265185123539518,0.27279737907234286,0.35188764868201955,0.1232708187401144,0.6652478485464892,0.6535899970089016,0.15693575249047317,0.037243701402656676,0.18523635664000007,0.5382564048843559,0.1472958851030662,0.024374910794553686,0.03635192686404653,0.6800694101686926,0.18686788246989647,0.2532314713645916,0.10549912423019828,0.031044240054210782,0.12410722218918209,0.6827721482678106,0.07699062361534856,0.10549187153094751,0.33737881418215276,0.31334271008164805,0.07264189676421379,0.3437660584660947,0.2575310699176159,0.06630726574773446,0.6762218743400028,0.2717100139336811,0.09737517809935041,0.0608577166217576,0.09560995240762385,0.01948396355049284,0.0732228787204003,0.05856739598589958,0.6859323074163559
LUNCH BAG RED RETROSPOT,0.4355366426552676,0.3060169520129231,0.03437027347016629,0.040188129389230734,0.04816717634165665,0.04366889868466891,0.11906797187835946,0.06890917950990517,0.6646811630156209,0.15796137919726885,0.4261735392772962,0.125225558555354,0.6671906869572293,0.02142580588050843,0.13691022940536712,0.10908617989323037,0.13132111058460488,0.02777591704317804,0.47402945794914303,0.12660883186278607,0.44776374698516075,0.05047597414056022,0.15894248373651432,0.3242402808137398,0.008477923000276227,0.015261683129005325,0.14423425222960423,0.05929634365272614,0.3286056570616054,0.3089858730771998,0.2828690093597112,0.34645352977326477,0.4902004791504952,0.2669416411325288,0.32772033357231695,0.27465319131431476,0.3892397547942026,0.438340057908429,0.18716092941649304,0.33978263704638784,0.2786096422933747,0.46625018360474646,0.37596594604531974,0.10959920874525161,0.8349296573777949,0.5437578388846325,0.637530892085501,0.7831588371397493,0.6062746889580878,0.8263179603689401,0.9999999999999999,0.7595191786794676,0.7921429245050644,0.684353801661862,0.371669135173383,0.8016815965064644,0.09665003473470393,0.3623336466750732,0.22697721051982123,0.07676066932618836,0.5200940965293506,0.07152309664062229,0.14663973348905585,0.14057777016732065,0.2805970178454005,0.3868700845884915,0.1079530722386091,0.6605956310533949,0.643397832788703,0.10669552974134473,0.04249210049938793,0.21480440193771086,0.5473645580439636,0.12846675283070064,0.03504374012275854,0.05575448636589107,0.6986377582507078,0.18465501471260815,0.26252858716280825,0.15986971013248621,0.018648919732008377,0.13120851951917073,0.6599243731353951,0.08803156311131885,0.10868300823301606,0.3340830548860834,0.3060377726158448,0.08826279853105044,0.4168321214391221,0.3347207278345716,0.049505663118496926,0.6580759318812895,0.3079297879832562,0.07706651184284659,0.061901220692940885,0.1675759915863219,0.020268524949318825,0.07951075372683658,0.05743934169525916,0.6604213606211373
LUNCH BAG SPACEBOY DESIGN ,0.5271490051675285,0.28434230862563886,0.03793673354239134,0.028975852343538337,0.030715814522592116,0.03410028748332622,0.10893315002577787,0.10291993680244656,0.5988529481732615,0.047613664484411025,0.4727004291875719,0.02982825157993054,0.8760824241051279,0.011946251897767046,0.08758790536192763,0.06008076624366815,0.07217973856038375,0.009594028878652787,0.5562763293960095,0.1479799619525185,0.5447607477171238,0.0172243315949543,0.18570942197696824,0.24221717425863667,0.0057849705875030145,0.00971083488261876,0.08351271278360022,0.04089054060972429,0.36386004808437067,0.3134190753567344,0.29428165973759646,0.09515013546045704,0.4821957303724397,0.21224844159440098,0.24371555248010637,0.19549258792024019,0.3401665369947371,0.30070431802163794,0.13764926202951486,0.29468613309062985,0.1841075356590809,0.30843597942230183,0.18131089487891988,0.07435930065077859,0.5767347728145835,0.6509953083004337,0.6589537811804486,0.6223132661038707,0.7916124516840359,0.7433748576788262,0.7595191786794676,1.0,0.7497419112578604,0.7491095064906728,0.27433831318228485,0.8747646651731678,0.10061261277329443,0.4387208084742789,0.2582674764062171,0.06601153060280919,0.5935267751889772,0.07153406204839861,0.13054648580820544,0.1032658796643234,0.14045884545806792,0.42180115811501023,0.14896611929445625,0.8530698830668484,0.827106329043828,0.022508248282029766,0.019028719382316497,0.24888476830404493,0.7209670529382343,0.11668005738961669,0.061507186799582995,0.013497182843597662,0.7804245460704545,0.20088775209801052,0.24954086091389055,0.21712717938566603,0.028036217089148063,0.11779820295542598,0.8632740726592322,0.033967796655117566,0.14786620262499067,0.4301549352096052,0.3399900242607182,0.1286467339078466,0.3821912387782482,0.17812282586051081,0.029502801962033563,0.8639628979309774,0.23071190924609258,0.051461695490583964,0.023877807160562002,0.08803694888865403,0.01299906841273716,0.03776462330379408,0.0333718848966006,0.8042526300835683
LUNCH BAG SUKI DESIGN ,0.3932824438940292,0.253189044826405,0.024137503960323728,0.01906016685565136,0.025176815926334504,0.011115071069965513,0.07761780496085943,0.048134179406332904,0.6623240290963426,0.09168335029050362,0.36595411841954395,0.03705847841517087,0.6221863020564834,0.01868859350097411,0.06744143048462703,0.10390353047726059,0.11804638529476394,0.01298676345532692,0.4425990753550523,0.08019129523809852,0.43910402620636296,0.023797855265403497,0.140475772731785,0.2476181096075294,0.007157181469738198,0.013059861574996045,0.12124215203460423,0.04696163941087898,0.2892692342850299,0.24583616334865127,0.18476849628390196,0.2584968793581295,0.45862771362250987,0.24895624372474529,0.31317584089220507,0.2516523731858663,0.35008819888313636,0.3452243153605988,0.15522202053347495,0.2932683491492275,0.2483403212717577,0.4278097284606003,0.37096572870046834,0.07660269905742571,0.6906250525339324,0.5237219974058555,0.6120611926431152,0.7681687619781379,0.5725805035696219,0.8113596938186801,0.7921429245050644,0.7497419112578604,0.9999999999999998,0.630515862346434,0.3681846053939218,0.7560658527522721,0.0509481729849145,0.2874872669674274,0.2171085335559669,0.05427178146247465,0.4773505694475707,0.05200871932741911,0.10230029590734892,0.09441853472559558,0.25010022748051053,0.34617873824910805,0.06534263259966863,0.6165997443022396,0.6163788794204872,0.033827870751239345,0.03537516383442072,0.18031373506949033,0.4935728948100961,0.07655896088261128,0.005309061031365549,0.02306824382167025,0.6469071529978966,0.13076263353653952,0.2021619818678884,0.05972155262685745,0.03132360867662357,0.06290378293155116,0.6436267031948518,0.036645503636415104,0.046319718033026126,0.27525996017975735,0.27655892582490427,0.028499376275670382,0.3102838884486041,0.15471997780077337,0.04880381238786928,0.6210977842020128,0.2058266687093914,0.04911432707660793,0.027034148096597613,0.08284844328470285,0.01580164372087565,0.043400528723061785,0.028297110004970656,0.652898552919107
LUNCH BAG VINTAGE DOILY ,0.4733736208967221,0.25423089897521406,0.07434011552349004,0.045385284107238175,0.05303213019285294,0.0689653425499885,0.1386473968517502,0.11780151315600883,0.425164235318082,0.07143062097950224,0.3469172082533245,0.03856409256960262,0.6175284294329156,0.02519682219943859,0.08326219565233157,0.16269756007475578,0.1758712663236488,0.019273092734515135,0.46530591068092453,0.17179044176418246,0.36354575091494507,0.03310537737150458,0.18769200913798684,0.2303847490844434,0.0114445651993856,0.020558392016440837,0.13168168838335015,0.07793635693727073,0.2808002286657742,0.2661281998872014,0.2675253503617663,0.14812943610870735,0.5270256321990952,0.25366556309897026,0.32235980716469403,0.20916227490141537,0.32761006261332515,0.32068804631952846,0.16446019409016355,0.5212247315864693,0.4166978234658623,0.34080355639645565,0.2584774849342034,0.0979746273554371,0.5741423573808323,0.5753382063344592,0.6547496123426663,0.5695097477226169,0.5923664668011197,0.6563242579893597,0.684353801661862,0.7491095064906728,0.630515862346434,0.9999999999999999,0.5073630635366568,0.678886751575413,0.1375188800651462,0.4338186871644838,0.2042655085191924,0.07121157702184058,0.45742613805946375,0.07870500714758702,0.19781233362617456,0.20985681464343278,0.23497938214225533,0.3063307558933949,0.17795465417462547,0.601095824475771,0.5813171585345469,0.04515203689475123,0.040136698697193225,0.18544187097626025,0.5505575578389043,0.11204635773421033,0.0635498192361885,0.03243343755509976,0.5561992794585797,0.19129978821873386,0.2125738234272304,0.21039104217379356,0.021609753496704166,0.13782431583816532,0.5929987276825394,0.037346861417879185,0.1587961952261444,0.34745375657568245,0.3542996784379332,0.1433461216698204,0.40796895908919095,0.25519556685169886,0.050569842673097505,0.6108579392854397,0.35005618906417646,0.07554540550212618,0.050744112137035544,0.11179745727638782,0.029006629888370362,0.08299469812215424,0.06622729980865692,0.5489348245572175
LUNCH BAG VINTAGE LEAF DESIGN,0.28072453262777486,0.089122253238063,0.05435632247612556,0.04098526677430993,0.09583819496623587,0.042558648373642496,0.07752116441216882,0.06926730860858576,0.19337990836722052,0.060687198148719895,0.049623927235688224,0.15811098429812104,0.05323486891764302,0.09959062189735492,0.05664046659091536,0.23951582768980045,0.2527466679027033,0.018788404220861872,0.2160711319494686,0.37844650477369685,0.03718551752537693,0.030127303163557495,0.07171391700450408,0.13487483955930712,0.008542264055062906,0.014483007194340914,0.15540379150521208,0.39060981599161965,0.09436072441918097,0.07522082270079775,0.24229540299159186,0.2642486525317473,0.4103668061814457,0.22905793191991697,0.30895356116230166,0.19554361681135415,0.31771533101760563,0.2303932958115249,0.11979414028895924,0.533285122245226,0.6842757972493272,0.38339548129656337,0.32121615951614285,0.09119698276352414,0.4016498401260954,0.29999273667167303,0.5579336001405654,0.32471869729731284,0.20428730090031505,0.3758075291209967,0.371669135173383,0.27433831318228485,0.3681846053939218,0.5073630635366568,1.0,0.19522501144577237,0.06662364808492077,0.18834611301710777,0.05327212854761039,0.17905849685090772,0.14006042811007546,0.059908393067518044,0.18663933086695716,0.21783051769935707,0.2865036448071522,0.04066396361637235,0.3807717336356804,0.06806586260657337,0.03975573007365182,0.05377036064454643,0.043351249482992765,0.051228834332787736,0.06843591350495748,0.05507023346789527,0.03906279481244168,0.04732737523589957,0.09098276971191008,0.1522184260435669,0.06497443452793872,0.14142716347188578,0.03200615155843022,0.2730463519676466,0.039626055470169924,0.040726253956657646,0.10500384725453615,0.22219981625051777,0.34426066012861267,0.09961994484271265,0.24497490673272854,0.25322865515512744,0.06094241840059118,0.11326533037733283,0.26867608561092543,0.0335887829066607,0.06267303805710525,0.08447048787777534,0.03477935887534954,0.07555819074318004,0.10934860264041588,0.06141954057275702
LUNCH BAG WOODLAND,0.48569382724495475,0.2965660882989448,0.026256934791079573,0.02151711475812778,0.027150181437540118,0.024299750575666787,0.0737331282832421,0.07175435390600281,0.7335779572089006,0.08421251288914432,0.49442506810882786,0.03249984932509738,0.8834763178757119,0.00966312577945677,0.07513715486646895,0.0212605061543658,0.025404326703469433,0.006151123354391486,0.5679655482522432,0.12540909627020774,0.5767938465441694,0.0065016491443049464,0.19055970503623976,0.2699696162162295,0.00501792648670783,0.008768076846470456,0.0620020034203475,0.02419975273841315,0.3802337077669488,0.32740427110612835,0.27188454453402305,0.15691500321478657,0.41804579310591916,0.23075206993905306,0.2775635404907308,0.19843144351999062,0.31455098866717135,0.3276340673108624,0.1290387540555642,0.2097263418470633,0.05603737563935142,0.26731877578432195,0.19580585917716745,0.0536829643306269,0.6166475379936939,0.6196975085572574,0.6768673587275528,0.6422110368809799,0.6731728680905369,0.7798331791997407,0.8016815965064644,0.8747646651731678,0.7560658527522721,0.678886751575413,0.19522501144577237,0.9999999999999998,0.0701809842490081,0.39384617397179117,0.26914102953588875,0.06550979068693322,0.6134629787265061,0.06574155832388547,0.08356211374067478,0.03739376098960462,0.15543827922692666,0.4457875294935539,0.11421454729404404,0.8585188807487472,0.8507567860967735,0.022163861627123756,0.014573710619136553,0.28109657042295716,0.711091466481282,0.112232705428381,0.03136254210811436,0.01280638878905085,0.8413245477606954,0.1859379390506423,0.251219081511643,0.13017078636976648,0.021321531276663336,0.09306376653692067,0.8950072578709602,0.036384037446736794,0.09874500534683114,0.40356368054632824,0.3061661122548881,0.06724593160821411,0.30393648715502025,0.15646557609524586,0.03165007919670518,0.8690121840490008,0.13840773323459782,0.052412927828983796,0.02904619008985828,0.07291248397693514,0.005415924610555456,0.03712313524699377,0.03205526877980562,0.8717332539820057
NATURAL SLATE HEART CHALKBOARD ,0.1455142754457491,0.03526614702804272,0.031790292556370364,0.017590096223789875,0.292297762635856,0.11166116748015455,0.09573490069219764,0.09373003559404815,0.07166855355357199,0.12024484671489687,0.07690729114227536,0.04249629704216077,0.057804362639314384,0.012360757938248966,0.029531352744335583,0.04737640688178667,0.06664607063148029,0.017386154770643016,0.07574278809480378,0.13143474227667343,0.02943979899107984,0.2527255241418429,0.11009700712957267,0.1913370483529695,0.02948712099816876,0.047559620192751215,0.12491743993573443,0.05916400882665073,0.07590826170830843,0.32159287768459843,0.11837881061985295,0.04182244678670617,0.04960287783885804,0.061625682785639485,0.032979742770361954,0.027479746324470443,0.05920032615948146,0.03500028362502634,0.018817355709461442,0.06301970268442558,0.050159628993190666,0.07209813216569019,0.047510719035231366,0.15624264485128037,0.10856504399977226,0.11161302189413794,0.10828735483166758,0.06146988165825936,0.129593642083753,0.09068410220809148,0.09665003473470393,0.10061261277329443,0.0509481729849145,0.1375188800651462,0.06662364808492077,0.0701809842490081,1.0,0.1769876882486554,0.026560692463876552,0.024563092370426715,0.03709721112855819,0.04854617383572936,0.09803761807292213,0.10128696832931193,0.13515428082181397,0.05451280229421502,0.12892926574256605,0.03702826561558556,0.025019933156474435,0.0324716128271085,0.016155531493497244,0.007420128544923034,0.053195192908228175,0.06839423675606232,0.04002157088240798,0.02859051501447147,0.039986033785897074,0.11156048640187027,0.0835364164181777,0.2214409679231448,0.033565062798937215,0.09381367007052377,0.02728300933028831,0.04585713552046949,0.1185173939250131,0.08881561458099836,0.09500128276119509,0.07898001303740476,0.06638575621569937,0.07277303229245721,0.0839182391990066,0.05226955771192037,0.15617946032890373,0.11055281964313955,0.05361646762205735,0.05152652267802657,0.014615202583033268,0.1292723607420916,0.11095414003059823,0.030804918708151156
PACK OF 20 NAPKINS PANTRY DESIGN,0.4034825866155957,0.293851749578547,0.06763535165270868,0.06511108533176717,0.05223737354528049,0.06088272768580938,0.09620525585083976,0.24019333172735158,0.31151813787707305,0.15735331085957155,0.36968870106825635,0.0815474364611008,0.4222515560142205,0.007542824175551738,0.05908551749911668,0.09030725317583432,0.10528635770817206,0.0225160184622177,0.592310092018112,0.3699284214634297,0.25314762600533597,0.019833375183348566,0.15082951530260327,0.2911929374213403,0.01424037149980713,0.03265456089290424,0.13871737273028473,0.074720043738179,0.3479046408699936,0.3925265820510004,0.39955216930483395,0.05337596940047654,0.2717439916484304,0.1679051928416277,0.13342958042486658,0.11413415579444822,0.16906838236499688,0.1515567000051238,0.07660724471429331,0.25664332016259817,0.20265099985257,0.17834021521344687,0.08113605061409675,0.10193478982347243,0.2658542408650392,0.3560362837609001,0.3295565657020523,0.28856680301834303,0.4287850474639368,0.36533007604485335,0.3623336466750732,0.4387208084742789,0.2874872669674274,0.4338186871644838,0.18834611301710777,0.39384617397179117,0.1769876882486554,1.0,0.19022962438597804,0.12201964759161571,0.39724696691815176,0.08170097172103279,0.23370953651140844,0.3864787767463091,0.175189100891366,0.2286535275868614,0.37495030882724906,0.4607244739855704,0.46698597465308195,0.06292851024705476,0.05798779767307464,0.1929297284805403,0.39201539543652253,0.19395699671170033,0.07773758673334724,0.05949952484249039,0.3502522078678061,0.2639701717142367,0.18865739882375354,0.2999024738412403,0.020248275695959633,0.27002659706598603,0.3986935388397712,0.07258405042516825,0.3004756845646593,0.37878051941399193,0.31017344767197097,0.1467748206816437,0.329152671999423,0.22435248950735903,0.058177042360307074,0.4141257212089905,0.2617853002211079,0.07311235119048574,0.2415999086366092,0.13249875280825094,0.021191517889454278,0.08604602141592621,0.03921516675228924,0.38286694784178665
PACK OF 60 DINOSAUR CAKE CASES,0.17295588008717305,0.9137999168899507,0.008891684802248195,0.021818085779856482,0.025698426465360337,0.014952634086262481,0.036593448202376734,0.08069739351187741,0.25023394337964805,0.07886485708131467,0.19923725129069214,0.0632102756691419,0.2824838224025436,0.003807404861535568,0.030103286077086424,0.022342360150714655,0.030180464576160557,0.0063076531597099,0.23212379840836192,0.08969215301411024,0.18338239581308638,0.005529895603543164,0.061260220203418855,0.11265021457058506,0.0024340008780503715,0.00794783398474784,0.036644248623950985,0.025124177323765887,0.1630638033778104,0.20305110499398432,0.1567027615740249,0.023074254991945778,0.15814230522352482,0.0684803869957564,0.07795533512741863,0.05425026106543973,0.09741426348055465,0.09229325032588365,0.042721226659217515,0.08283787444956445,0.053950093125039664,0.08861917571793038,0.044116724402300245,0.0317280359979219,0.16219637959132063,0.18682812307734484,0.19175148181718488,0.20021917774956388,0.20422423281279292,0.24488687480864496,0.22697721051982123,0.2582674764062171,0.2171085335559669,0.2042655085191924,0.05327212854761039,0.26914102953588875,0.026560692463876552,0.19022962438597804,1.0,0.4326495287950345,0.8318993060337051,0.02583299216955585,0.06051069147787959,0.06852519019616238,0.06655657545086952,0.15257940740336476,0.07603862881938594,0.27899278834047964,0.27093246039819635,0.03618607795967158,0.017613172524727317,0.07526898883669582,0.21204264724790964,0.08482334582824656,0.00799434099297479,0.017475436907568524,0.2902461003604713,0.09630464011135928,0.1265174633276751,0.021126554212804044,0.004639960507257131,0.0882062663942344,0.27723143628831043,0.053522691080622256,0.058556304765962415,0.14369500372947877,0.1347653181537568,0.033220624439306894,0.11457946163951001,0.13034112374888127,0.06900312279961587,0.2751867322598748,0.1387462376158332,0.019844754420951034,0.06850427676980445,0.04243887981880223,0.004355045786177854,0.01286116744337324,0.007408489278743279,0.2999558661622645
PACK OF 60 PINK PAISLEY CAKE CASES,0.18097568306265174,0.4594196988055368,0.012723454184245052,0.039453637263990676,0.07955029274720432,0.009538249549108185,0.022259597256056963,0.04659778483186307,0.06942794141278931,0.09138030765515155,0.07347320236804043,0.19914125145106326,0.07338148139352198,0.07337166462227387,0.01971934052763338,0.014715130892001337,0.04636187531016635,0.0042272223295494495,0.4918733261112672,0.3226144242345921,0.032297641853746596,0.006838152985769537,0.02668572084957213,0.05264443105961966,0.0011936492050160985,0.005013539898470767,0.028151487592025848,0.33751008361196866,0.06450026373438497,0.19206567464543342,0.23124559353932175,0.009376485840530184,0.046768226867164864,0.02539917404441865,0.03896560302360737,0.018690879594740625,0.10745889774917146,0.04678291281878242,0.013326862884511098,0.1995915667692986,0.08302969841397585,0.03226952828153563,0.02284597514219639,0.026224437666400632,0.04952734684994735,0.05978544766039304,0.2599923121699769,0.06979827409968462,0.08780397924469173,0.07340845382535446,0.07676066932618836,0.06601153060280919,0.05427178146247465,0.07121157702184058,0.17905849685090772,0.06550979068693322,0.024563092370426715,0.12201964759161571,0.4326495287950345,1.0,0.3984835017395569,0.011269734975428238,0.03847132677911301,0.06418826529329576,0.05526785618466413,0.036775100475725485,0.30588967294143976,0.11081719502917149,0.07219811604741544,0.04580800840716659,0.014168355307287482,0.02557848278999006,0.049935455534056046,0.07042487742464197,0.04537824032917157,0.014511612881188653,0.07225617011549006,0.11432743203702797,0.07682902603743043,0.08418543743648585,0.00305845553703853,0.23892207624994313,0.05212354084469772,0.06637977464534368,0.10598321595358087,0.20803980930674926,0.19892821917769787,0.05034243200749418,0.04967237328188369,0.11395559340725692,0.04639585551598646,0.11943736562644824,0.1244169259345126,0.01015323098593252,0.06472271453246241,0.02009346689361828,0.0024454534852502456,0.007945029523120348,0.06184892894670417,0.06646466368221567
PACK OF 72 RETROSPOT CAKE CASES,0.42066515168973856,0.8459582422534954,0.022207059820686232,0.035787934869809926,0.051607295550249864,0.017229375421267616,0.06995203823810112,0.08416561348290648,0.48772437992057255,0.10326060856645036,0.465207861754579,0.11854924274982756,0.667109873582939,0.023331702806995824,0.08742237817654903,0.06796246708855129,0.07018281987510416,0.01045761704079275,0.4941147587889406,0.19770401693220518,0.4599146390264639,0.017076436639487828,0.1305455450584837,0.22813939621820528,0.002232018523073327,0.008629646434646941,0.055521476008601724,0.10688447206936127,0.32719752726731544,0.34732820892114374,0.3205090690706513,0.10492636668806947,0.3819288186739598,0.18276864414451638,0.21028866958542938,0.13667063279073802,0.2499358442819372,0.238732432734137,0.11291026119197972,0.2137667618714073,0.13702168082242452,0.21075852411929213,0.10611211503359169,0.04001901425626632,0.353858620646173,0.42756790760162144,0.48790794281004546,0.41488078404098083,0.45388644026582586,0.5247447487334156,0.5200940965293506,0.5935267751889772,0.4773505694475707,0.45742613805946375,0.14006042811007546,0.6134629787265061,0.03709721112855819,0.39724696691815176,0.8318993060337051,0.3984835017395569,0.9999999999999999,0.16362563974569447,0.09100121275427103,0.09199515851880553,0.11957362271418816,0.3578244215372839,0.17849703016538065,0.6679466549694503,0.6517218264348826,0.06143101036462001,0.023412203387236815,0.19978272742503556,0.5119629524862587,0.12495946841008423,0.026151012085470115,0.030065132173295553,0.6265672569927371,0.2338384594389121,0.23361809093301494,0.10983256406085935,0.004851306815703137,0.15974625388291444,0.6546534588055495,0.0728035088377518,0.13488424910069816,0.3759697172782187,0.3392670380073013,0.06088047769866785,0.35641380841764236,0.211738076104018,0.041070477772891564,0.6713807037476728,0.19128447833447332,0.03125691497787499,0.0846258551502218,0.08126693480405556,0.010024249953504653,0.0298105973984914,0.03094456072552955,0.6532366565249337
